numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tpaquete1,tpaquete2,tpaquete3,tpaquete4,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,mdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
4603880,202009,1,0,0,82,316,2013.19,45636.78,1644.28,186.23,129.08,5,1,0,0,0,1,1,0,-6782.98,2,473.07,0,0,1.17,1379.44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1207.7,4,1644.28,0,0,0,0,0,1,5809.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
4604458,202001,1,0,1,52,261,1304.63,14047.34,1352.83,-115.1,73.9,9,1,0,0,0,1,1,0,-274.06,2,1348.65,0,0,1.17,131.73,2,0,0,2,0,0,2,2,5424.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5424.09,0,0,0,0,0,0,0,0,0,0,1,1361.45,6,1352.83,0,0,0,0,0,1,5265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,18,0,0,0,0,126360,-1337,,5489.18,5489.18,0,5424.09,0,140400,0,0,2,0,-1932.55,0,4888,5424.09,2,0,280.8,0,0,101088,-1703,,0,0,0,,,112320,,,2,0,,,4888,,,,0,BAJA+1
4606365,202008,1,0,1,49,285,91.16,15590.13,62.47,22.94,1.58,6,1,0,0,0,1,1,0,-402.01,3,0.15,96.74,0.86,0,-3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62.47,0,0,0,0,0,0,0,1,428.3,0,0,0,0,0,0,0,0,0,0,1,5,1,19,0,0,0,0,0,0,0,0,0,22,1,51,,,,,,,,,,,,,,,,,,,,,,,0,0,504.27,4812,,0,0,0,,,1009.12,,,4688,0,,,5915,,,,0,BAJA+1
4609795,202009,1,0,0,60,272,1840.88,17973.24,1788.59,44.7,0,7,1,0,0,0,1,1,0,-1537.19,2,0,0,0,1.17,-2354.63,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,4,1788.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,997401.6,-425,,0,0,0,,,1108224,,,7,0,,,5060,,,,0,0,0,997401.6,-576,,0,0,0,,,1108224,,,0,0,,,7107,,,,0,BAJA+1
4621140,202005,1,0,1,52,312,191.2,5542.81,97.68,-18.81,98.74,7,1,0,0,0,1,1,0,0,2,6158.85,0,0,1.17,0.01,1,1,3426.04,1,1,716.16,1,1,556.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,716.16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,97.68,0,0,0,0,0,1,11349,1,8163.16,0,0,0,0,0,0,0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,31,1,20,0,0,353808,-1033,,556.93,556.93,0,556.93,0,393120,0,0,18,556.93,-556.94,0,5939,556.93,1,0,11.7,0,0,353808,-547,,612.11,716.16,0,716.16,0,393120,0,0,4,0,-724.69,0,8596,716.16,1,0,23.4,BAJA+1
4622475,202011,1,0,0,76,253,688.86,23075.44,167.31,-63.4,509.17,4,1,0,0,0,1,1,0,0,2,29841.51,0,0,0,42.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10109.4,3,3496.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,167.31,0,0,0,0,0,0,0,0,0,2,30420,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,2,30420,0,0,11,0,1,0,9,22113,-1277,,0,0,0,,,24570,,,5,0,,,3857,,,,0,0,9,31590,-1825,,3024.54,3538.71,0,3496.75,0,35100,0,0,26,3538.71,-3442.79,0,5858,3496.75,3,0,175.5,BAJA+1
4622484,202007,1,0,1,40,13,1310.15,8763.62,1221.91,27.42,48,6,1,0,0,0,1,1,0,-206.52,2,3123.42,0,0,1.17,-949.82,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,2,1221.91,0,0,0,0,0,1,13029.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,17,0,0,0,0,75816,-1491,,0,0,0,,,84240,,,2,0,,,347,,,,0,0,0,101088,-1856,,0,0,0,,,112320,,,2,0,,,347,,,,0,BAJA+1
4625139,202005,1,0,1,49,47,1520.95,12082.71,1541,-34.19,17.05,6,1,0,0,0,1,1,0,-972.23,2,202.58,0,178.81,1.17,-1890.82,1,0,0,1,4,3683.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1763.31,0,0,0,0,0,0,0,0,0,0,0,0,1,1720.19,6,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,0,0,0,0,0,63,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,252720,-1886,,3179.92,3720.5,0,1763.31,0,280800,0,0,4,0,-5017.59,0,1413,1763.31,1,0,234,BAJA+1
4631780,202011,1,0,0,70,311,313.59,7088.15,79.47,0,200.1,7,1,0,0,0,1,1,0,0,3,235.49,12278.29,55.16,1.17,10564.23,2,2,3879.15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,79.47,0,0,0,0,0,0,0,0,0,1,11700,0,0,0,0,0,0,0,0,1,2,1,27,0,0,0,0,0,1,11700,0,0,21,0,1,0,0,252720,-607,,0,0,0,,,280800,,,5,0,,,7462,,,,0,0,0,176904,-668,,0,0,0,,,196560,,,26,0,,,9227,,,,0,BAJA+1
4638387,202001,1,0,1,52,269,2563.91,31086.22,132.25,1819.45,258.89,9,1,0,0,0,1,1,0,-297014.55,3,0,12825.7,0,0,-380452.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,132.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,85,1,8,,,,,,,,,,,,,,,,,,,,,,,0,6,252720,-1276,,0,0,0,0,0,280800,0,0,2,0,0,0,928,0,0,0,0,BAJA+1
4651751,202009,1,0,1,63,369,1616.21,40341.5,62.47,0,1327.98,4,1,0,0,0,1,1,0,0,2,89642.21,0,5141.61,1.17,3.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62.47,1,1,75,0,0,0,0,0,0,4,117000,0,0,0,0,0,0,0,0,1,3,1,6,1,4,0,1,0,4,117000,0,0,28,1,28,0,9,101088,-1094,,0,0,0,,,112320,,,0,0,,,4021,,,,0,0,9,101088,-364,,0,0,0,,,112320,,,0,0,,,4021,,,,0,BAJA+1
4657425,202006,0,0,0,61,313,0,0,0,0,0,7,1,0,0,0,1,1,0,-57.01,2,638.78,0,2.46,1.17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4620.27,0,0,0,0,0,0,0,0,0,0,1,1923.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1396362.24,-729,,4620.27,4620.27,0,4620.27,0,1551513.6,0,0,13,5185.48,-3752.92,0,7313,4620.27,1,0,175.5,0,0,997401.6,-1369,,0,0,0,,,1108224,,,-1,0,,,8875,,,,0,BAJA+1
4659863,202007,1,0,1,55,195,592.12,3571.82,250.11,123.84,168.48,6,1,0,0,0,1,1,0,0,2,4719.75,0,8912.66,1.17,24045.06,2,0,0,1,13,13323.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5596.23,0,0,0,0,1,351,0,0,0,0,0,0,0,0,4,250.11,1,0,0,1,234,2,29250,1,2679.3,0,0,0,0,0,0,0,0,0,0,1,10,1,73,0,0,0,0,0,0,0,0,0,44,0,0,0,0,15795,-668,,0,0,0,,,17550,,,9,0,,,3725,,,,0,0,0,63180,-1399,,12642.63,14791.87,0,11090.62,0.21,70200,0,0,9,0,-20925.9,2.32,3725,11090.62,12,0,2070.9,BAJA+1
4673774,202006,0,0,0,52,313,0,0,0,0,0,5,1,0,0,0,1,1,0,-272666.47,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6037.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-760,,0,0,0,,,1551513.6,,,13,0,,,7309,,,,0,0,9,0,-913,,0,0,0,,,2306304,,,20,0,,,6027,,,,0,BAJA+1
4673799,202004,1,0,1,55,311,2434.54,34984.08,1372.14,874.02,34.02,9,1,0,0,0,1,1,0,-2336.96,2,0,0,11516.06,1.17,8940.98,2,0,0,1,13,5091.2,1,2,867.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,765.74,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,12,1372.14,0,0,0,0,0,5,25506,4,2386.8,0,0,0,0,0,0,0,0,0,0,0,0,1,157,0,0,0,0,0,0,0,0,0,85,0,0,0,0,88452,-699,,2474.39,1959.86,514.53,508.28,7.6,98280,0,0,1,0,-9355.98,7.69,5533,508.28,1,0,1801.8,0,0,63180,-699,,7883.94,9224.2,0,2864.07,11.15,70200,0,0,1,0,-9884.34,0,5533,2864.07,14,0,4469.4,BAJA+1
4692840,202009,1,0,1,64,316,3693.49,31574.75,3978.85,-798.84,554.94,9,1,0,0,0,1,1,0,0,2,23326.11,0,544.55,1.17,23806.23,2,2,9451.95,1,12,46061.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,44731.58,0,0,0,0,0,0,0,0,0,0,0,0,1,2619.44,15,3978.85,0,0,0,0,0,3,53820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,71,0,0,0,0,988028.43,-852,,0,0,0,,,1097849.02,,,0,0,,,5028,,,,0,0,0,988028.43,-1155,,40369.69,47232.53,0,44695.13,17.92,1097849.02,0,0,0,0,-43089.2,0,9092,44695.13,15,0,3006.9,BAJA+1
4694128,202007,1,0,1,52,251,1470.83,24242.9,1351.77,-2210.82,2312.58,7,1,0,0,0,1,1,0,-2.41,2,122920.03,0,25132.96,0,3510.37,3,2,5361.34,1,16,38362.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10494.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1351.77,1,0,0,1,234,1,6435,2,299654.55,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,75,1,32,0,0,505440,-729,,0,0,0,,,561600,,,9,0,,,7340,,,,0,0,0,707616,-790,,32895.3,38487.5,0,19391.9,6.11,786240,0,0,9,0,-29860.15,9.28,7635,19391.9,9,0,3814.2,BAJA+1
4694618,202011,1,0,0,66,285,1280.12,41318.98,1221.91,42.26,7.49,6,1,0,0,0,1,1,0,-160.96,2,465.68,0,0,1.17,-1102.78,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,2,1221.91,0,0,0,0,0,1,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,17,0,0,0,0,126360,-1003,,0,0,0,,,140400,,,5,0,,,4120,,,,0,0,0,176904,-546,,0,0,0,0,0,196560,0,0,12,0,-1943.29,0,8602,0,0,0,0,BAJA+1
4699139,202002,1,0,1,56,53,1750.64,9672.12,1726.54,5.11,15.49,7,1,0,0,0,1,1,0,-242.44,2,1006.98,0,0,1.17,-894.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,4,1726.54,0,0,0,0,0,1,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,353808,-609,,0,0,0,,,393120,,,3,0,,,1586,,,,0,0,0,353808,-1339,,0,0,0,0,0,393120,0,0,3,0,-32.17,0,1586,0,0,0,0,BAJA+1
4700691,202005,1,0,1,45,24,-1186.15,-60.53,-1221.91,30.46,0.1,4,1,0,0,0,1,1,0,-750.98,2,6.83,0,0,0,12.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1361.45,2,-1221.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,0,0,0,0,0,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+1
