numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tpaquete1,tpaquete2,tpaquete3,tpaquete4,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,mdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
4595212,202002,1,0,1,49,305,2966.65,64700.83,1670.58,922.2,185.55,7,1,0,0,0,1,1,0,-9104.49,2,0,0,0,1.17,-11317.79,2,0,0,1,19,35480.81,0,0,0,1,123494.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14057.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,6,1670.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,6,,,,,,,,,,,,,,,,,,,,,,,1,0,505440,-1278,59,429730.37,502784.53,0,14057.05,0,561600,0,0,10,0,0,0,4948,14057.05,7,0,115853.4,BAJA+2
4597851,202006,0,0,0,48,159,0,0,0,0,0,6,1,0,0,0,1,1,0,0.18,2,35.77,0,0,0,0,1,0,0,0,0,0,0,0,0,4,380836.81,4,380836.81,4,380836.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,353808,-882,,0,0,0,,,393120,,,-1,0,,,3145,,,,0,0,9,505440,-1186,,0,0,0,,,561600,,,-1,0,,,3953,,,,0,BAJA+2
4602221,202011,1,0,0,62,276,89.18,20910.42,32.03,24.74,24.11,8,1,0,0,0,1,1,0,-2735.78,2,0,0,4429.6,1.17,4434.95,1,0,0,1,2,2379.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2379.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,44,0,0,0,0,63180,-426,,0,0,0,,,70200,,,5,0,,,698,,,,0,0,0,63180,-880,,2053.93,2403.09,0,2379.3,0,70200,0,0,12,2403.09,-2330.34,0,4625,2379.3,2,0,117,BAJA+2
4603880,202008,1,0,0,82,315,734.43,50155.67,560.35,14.48,134.3,5,1,0,0,0,1,1,0,-5665.44,2,0,0,0,1.17,-8086.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,560.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+2
4606365,202007,1,0,1,48,284,483.11,16862.29,153.14,276.67,5.36,6,1,0,0,0,1,1,0,-8151.24,3,3.9,207.25,0.84,0,60.26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,8,153.14,0,0,0,0,0,2,18931.99,1,856.54,0,0,0,0,0,0,0,0,0,0,1,2,1,35,1,4,0,0,0,0,0,0,0,22,1,115,,,,,,,,,,,,,,,,,,,,,,,0,0,504.27,4781,,0,0,0,,,1009.12,,,4657,0,,,5884,,,,0,BAJA+2
4609795,202008,1,0,1,60,271,1836.93,16104.47,1788.59,38.89,2.43,7,1,0,0,0,1,1,0,-1294.31,2,159.97,0,0,1.17,-3083.45,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1357.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1923.24,4,1788.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,997401.6,-455,,0,0,0,,,1108224,,,12,0,,,5030,,,,0,0,0,997401.6,-606,,0,0,0,,,1108224,,,5,0,,,7077,,,,0,BAJA+2
4613172,202011,1,0,0,89,307,1159.06,215592.72,1478.56,-478.45,205.37,6,1,0,0,0,1,1,0,0,2,10539.75,0,456.55,1.17,9570.01,3,0,0,1,2,4352.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3151.24,1,2012.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,10,1478.56,0,0,0,0,0,1,11700,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,80,0,0,0,0,0,0,0,0,0,84,0,0,0,0,101088,-576,,0,0,0,,,112320,,,26,0,,,7481,,,,0,0,0,252720,-638,,3723.66,4356.68,0,2012.4,0,280800,0,0,5,0,-6867.63,0,8526,2012.4,1,0,1251.9,BAJA+2
4621140,202004,1,0,1,51,311,86.03,6904.49,83.37,-110.95,113.22,7,1,0,0,0,1,1,0,0,2,4389.26,0,0,1.17,1597.54,1,2,1160.34,1,1,724.69,1,1,556.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,724.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,83.37,0,0,0,0,0,1,9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,33,1,33,0,0,353808,-1064,,556.94,556.94,0,556.94,0,393120,0,0,15,556.94,-556.94,0,5908,556.94,1,0,11.7,0,0,353808,-578,,619.4,724.69,0,724.69,0,393120,0,0,1,0,-13209.42,43.2,8565,724.69,1,0,23.4,BAJA+2
4622475,202010,1,0,0,76,252,1355.35,24655.59,498.77,-59.68,791.8,6,1,0,0,0,1,1,0,0,2,47872.87,0,0,1.17,44110.15,1,0,0,1,3,3401.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9458.84,3,3401.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,498.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22113,-1307,,0,0,0,,,24570,,,3,0,,,3827,,,,0,0,0,31590,-1855,,2942.56,3442.79,0,3401.97,0,35100,0,0,24,3442.79,-3662.31,0,5828,3401.97,3,0,175.5,BAJA+2
4622484,202006,0,0,0,40,12,0,0,0,0,0,7,1,0,0,0,1,1,0,-292.6,2,1272.17,0,0,1.17,0,2,0,0,1,0,0,1,0,0,0,0,1,9450.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,0,0,0,0,0,0,0,2,13221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,75816,-1522,,0,0,0,,,84240,,,-1,0,,,316,,,,0,0,0,101088,-1887,,0,0,0,,,112320,,,-1,0,,,316,,,,0,BAJA+2
4625139,202004,1,0,1,49,46,1188.81,12103.2,1518.06,-859.53,578.12,6,1,0,0,0,1,1,0,8658.47,2,0,0,174.37,1.17,-2010.29,1,1,432.9,1,8,4967.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3047.55,0,0,0,0,0,0,0,0,0,0,0,0,1,1720.19,6,1518.06,0,0,0,0,0,0,0,1,4304.43,16,167076,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,16,167076,0,0,66,1,2,,,,,,,,,,,,,,,,,,,,,,,0,0,252720,-1917,,4288.54,5017.59,0,3047.55,0,280800,0,0,1,0,-5318.87,0,1382,3047.55,5,0,292.5,BAJA+2
4631780,202010,1,0,0,70,310,317.76,6948.93,96.56,0,189.06,7,1,0,0,0,1,1,0,0,3,240.24,11696.17,53.15,1.17,5565.8,2,4,14743.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96.56,0,0,0,0,0,1,11700,1,11700,4,103545,0,0,0,0,0,0,0,0,0,0,1,51,1,0,0,1,0,4,103545,0,0,32,0,1,0,0,252720,-637,,0,0,0,,,280800,,,3,0,,,7432,,,,0,0,0,176904,-698,,0,0,0,,,196560,,,24,0,,,9197,,,,0,BAJA+2
4651751,202008,1,0,1,63,368,3445.06,40199.93,62.47,0,2891.1,7,1,0,0,0,1,1,0,0,2,190669.57,0,5563.77,1.17,107389.92,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63195.21,0,0,1,172.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62.47,0,0,0,0,0,1,29615.62,0,0,8,212940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,212940,0,0,32,1,17,0,0,101088,-1124,,0,0,0,,,112320,,,5,0,,,3991,,,,0,0,0,101088,-394,,0,0,0,,,112320,,,5,0,,,3991,,,,0,BAJA+2
4657425,202005,1,0,1,61,312,1757.77,1237.81,1788.3,-56.24,30.14,7,1,0,0,0,1,1,0,-242.61,2,1087.35,0,2.41,1.17,716.08,1,0,0,1,0,0,1,1,3752.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3752.92,0,0,0,0,0,0,0,0,0,0,1,1923.24,4,1788.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1396362.24,-759,,3752.92,3752.92,0,3752.92,0,1551513.6,0,0,18,3752.92,-3752.92,0,7283,3752.92,1,0,140.4,0,0,997401.6,-1399,,0,0,0,,,1108224,,,4,0,,,8845,,,,0,BAJA+2
4659863,202006,0,0,0,55,194,0,0,0,0,0,6,1,0,0,0,1,1,0,0,2,1843.93,0,2834.02,1.17,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10554.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2234.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,15795,-699,,0,0,0,,,17550,,,6,0,,,3694,,,,0,0,0,63180,-1430,,17882.04,20758.64,163.34,18643.85,2.32,70200,0,0,6,0,-7963.17,0,3694,18643.85,14,0,959.4,BAJA+2
4673774,202005,0,0,1,52,312,-3661.66,-9763.12,332.12,-3413.5,0,5,1,0,0,0,1,1,0,-272666.47,2,0,0,0,0,-272666.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,332.12,0,0,0,0,0,7,13326.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA+2
4673799,202003,1,0,1,55,310,1914.31,34857.61,1365.96,-930.24,1398.92,10,1,0,0,0,1,1,0,-2338.85,2,661.21,0,11108.5,1.17,9778.62,2,0,0,1,10,3948.59,1,2,849.12,1,2894.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,375.88,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,12,1365.96,0,0,0,0,0,2,19539,1,1170,0,0,0,0,0,0,0,0,0,0,0,0,1,134,0,0,0,0,0,0,0,0,0,95,0,0,0,0,88452,-729,,9335.92,8841.45,494.46,488.46,7.6,98280,0,0,6,0,-7768.8,0,5503,488.46,1,0,8201.7,0,0,63180,-729,,8448.16,9884.34,0,673.25,10.79,70200,0,0,6,0,-5850,0,5503,673.25,10,0,6224.4,BAJA+2
4692840,202008,1,0,1,64,315,3363.1,30251.32,3414.65,-946.04,901.98,9,1,0,0,0,1,1,0,-94.98,2,35462.16,0,530.25,1.17,27156.71,2,7,22121.93,1,10,41534.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7,40203.89,0,0,0,0,0,0,0,0,0,0,0,0,1,2619.44,15,3414.65,0,0,0,0,0,1,40950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,70,0,0,0,0,958096.03,-882,,0,0,0,,,1064589.59,,,5,0,,,4998,,,,0,0,0,958096.03,-1185,,36828.38,43089.2,0,40173.38,18.4,1064589.59,0,0,5,0,-45244.95,0,9062,40173.38,13,0,3205.8,BAJA+2
4694128,202006,0,0,0,52,250,0,0,0,0,0,7,1,0,0,0,1,1,0,0,2,251361.5,0,45635.37,1.17,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158729.53,0,0,1,5674.33,3,8947.65,0,0,0,0,8,25976.96,0,0,0,0,0,0,0,0,0,0,1,0,0,1,234,0,0,2,8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,505440,-760,,0,0,0,,,561600,,,6,0,,,7309,,,,0,0,0,707616,-821,,25511.66,29192.77,655.86,10554.28,3.05,786240,0,0,6,0,-41018.04,0,7604,10554.28,10,0,3662.1,BAJA+2
4694618,202010,1,0,0,66,284,1517.84,46333.66,1339.84,128.75,23.38,6,1,0,0,0,1,1,0,-40.45,2,1127.47,0,0,1.17,-418.18,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1361.45,4,1339.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,126360,-1033,,0,0,0,,,140400,,,3,0,,,4090,,,,0,0,0,176904,-576,,1660.94,1943.29,0,0,0,196560,0,0,10,1943.29,-8886.66,0,8572,0,0,0,620.1,BAJA+2
