numero_de_cliente	cluster2
13332477	5
13337133	5
13340730	5
13342842	5
13357604	3
13358443	7
13362869	7
13364977	5
13396629	3
13417184	4
13428711	6
13452584	1
13454974	5
13465439	5
13466451	3
13467060	5
13469639	3
13474204	4
13485328	4
13488294	5
13497565	7
13501511	5
13502362	5
13502456	7
13516810	5
13520543	5
13520583	4
13522204	5
13523040	5
13523681	1
13523800	5
13526414	1
13542411	5
13549904	5
13550413	5
13559888	5
13572539	6
13574408	4
13575379	3
13576158	5
13588269	6
13592661	1
13595558	3
13601583	1
13604345	5
13615321	5
13618953	3
13619402	1
13619892	5
13620822	1
13635289	1
13636417	1
13638076	4
13643778	5
13655194	5
13659159	6
13659552	1
13673598	1
13676950	5
13680051	1
13681706	1
13683830	3
13685099	7
13689309	5
13692611	7
13698470	3
13699183	1
13699689	3
13702494	3
13713867	4
13716930	5
13720408	4
13728792	5
13734460	5
13738538	5
13741013	1
13747510	4
13749514	4
13752006	5
13754466	5
13758050	3
13768556	5
13768989	5
13770566	5
13772068	7
13781609	4
13789365	6
13790258	5
13797333	7
13806739	4
13809202	5
13810364	1
13811859	2
13812076	7
13812475	5
13816210	1
13816990	7
13825437	5
13826549	7
13827759	5
13828516	5
13832544	5
13832763	6
13837096	6
13837749	3
13852945	5
13857761	5
13861412	1
13869570	7
13876315	1
13879130	3
13883934	5
13884157	1
13885322	5
13887936	5
13907285	5
13917065	1
13923150	5
13928890	6
13932151	5
13932691	7
13934821	5
13935073	1
13937941	5
13939744	7
13947105	5
13954180	5
13957475	3
14000716	3
14002651	6
14004894	5
14005407	7
14007125	5
14007653	5
14011988	2
14014310	5
14019839	5
14022541	5
14022817	4
14023653	1
14028167	1
14029870	3
14035227	5
14040256	4
14041503	5
14043473	2
14052138	1
14052606	4
14060918	1
14068750	7
14070909	5
14075627	7
14089953	3
14090943	4
14092784	5
14095353	1
14095768	5
14107439	1
14121573	7
14129025	5
14133939	5
14141284	2
14146753	1
14147133	6
14148503	5
14149392	5
14150520	5
14150938	1
14156696	3
14156756	3
14157827	5
14168383	5
14169866	7
14170067	7
14171126	5
14181499	7
14182178	5
14184418	5
14185256	7
14196048	5
14201800	4
14208432	1
14210364	2
14211724	5
14215318	5
14226462	7
14234284	6
14240586	5
14243508	3
14244108	4
14262238	5
14264063	4
14270095	4
14274434	1
14277823	5
14281185	5
14285212	1
14291637	3
14292627	5
14293607	4
14294219	6
14296186	5
14298772	7
14311008	5
14314992	7
14321960	1
14332845	4
14337922	1
14338865	7
14349292	7
14352263	7
14360344	5
14365838	7
14371795	7
14373711	5
14373724	7
14375835	5
14384267	5
14404822	4
14413327	1
14413848	5
14414935	1
14422035	5
14423025	3
14426754	5
14429220	5
14429226	5
14437869	5
14439050	5
14440737	5
14444224	5
14444463	5
14445776	1
14446731	1
14447542	5
14449684	5
14449706	5
14453586	4
14467111	1
14467239	4
14467387	3
14468176	5
14468952	5
14469677	5
14470086	7
14474789	5
14475194	1
14475791	5
14477965	3
14492988	7
14493271	7
14496098	3
14509560	6
14513151	5
14513553	5
14518171	1
14523970	3
14524203	5
14525723	1
14528535	5
14538082	1
14539634	7
14540932	5
14545032	5
14545996	5
14558506	5
14559593	1
14561591	1
14563193	5
14568097	6
14572087	5
14574600	3
14579972	5
14582511	5
14589199	5
14589692	4
14589944	1
14590852	5
14593466	1
14603340	5
14603503	6
14606029	5
14611567	5
14612824	5
14621454	5
14626914	4
14637140	5
14642544	7
14657318	4
14663061	3
14666869	7
14672847	7
14674107	7
14686774	7
14690726	5
14707298	3
14721963	7
14728168	5
14731048	7
14740458	5
14741249	7
14750316	5
14757532	7
14760272	5
14761927	3
14771019	5
14771635	7
14789049	7
14805985	5
14806202	7
14808146	5
14819063	5
14823298	4
14825067	1
14825428	2
14829088	5
14836345	5
14842556	3
14852650	7
14852791	5
14866982	6
14874123	5
14874176	5
14880007	2
14890478	1
14892605	3
14896852	2
14897465	5
14903855	1
14906965	4
14916823	6
14922770	5
14925158	7
14927816	5
14939254	3
14939264	1
14941991	3
14944570	1
14944944	5
14953278	4
14976297	5
14976859	5
14985040	5
14985181	5
14989473	5
14996463	5
15003795	5
15008753	5
15009519	5
15018278	5
15018897	7
15022670	3
15027612	5
15029817	5
15029940	5
15038783	7
15042446	3
15046153	5
15049977	1
15052845	1
15057121	5
15059398	3
15059725	5
15063127	1
15068223	5
15069222	2
15103830	1
15107653	5
15115133	1
15118206	5
15120772	5
15123232	5
15124684	5
15134376	4
15139402	5
15155751	2
15157058	5
15158355	7
15160466	5
15160674	1
15160840	5
15161641	5
15162238	5
15162669	3
15167303	3
15193968	1
15197179	5
15201072	7
15206095	7
15208241	4
15209362	3
15211165	7
15226632	5
15238670	7
15238680	5
15243185	1
15250750	5
15262402	5
15268496	7
15269244	1
15273394	5
15280846	1
15287139	5
15294971	1
15295882	5
15300468	1
15302093	5
15303736	5
15304339	5
15304508	5
15304964	1
15305928	7
15314885	4
15318080	5
15321533	6
15329227	5
15336223	3
15338142	3
15338293	5
15339983	1
15348400	3
15352550	5
15353253	5
15356612	4
15362009	5
15369967	7
15374381	4
15383843	5
15389558	5
15393931	6
15394986	5
15397622	1
15397691	1
15398426	4
15401043	1
15404493	4
15404886	5
15408102	4
15429798	3
15436732	5
15441592	7
15447332	4
15456458	7
15457815	5
15466002	5
15468889	5
15469232	7
15472926	7
15477670	7
15478006	3
15478129	5
15480284	5
15490406	2
15491317	5
15499705	7
15509494	5
15515155	1
15516846	3
15524034	1
15529211	1
15533066	5
15551419	6
15558802	5
15570114	5
15583626	1
15584421	5
15584933	5
15589152	5
15591264	4
15602536	4
15611731	1
15612218	6
15618420	5
15618432	1
15619692	5
15620367	1
15625824	5
15630681	5
15632453	4
15642135	3
15645981	5
15648726	5
15658010	5
15672386	1
15688527	5
15697880	5
15704685	7
15707653	7
15717933	5
15722906	2
15724637	4
15725155	6
15726170	6
15727332	5
15727615	6
15730065	5
15731787	5
15733248	7
15740737	5
15742164	5
15745711	5
15752060	5
15755603	5
15756515	5
15756741	7
15759951	3
15766021	1
15771572	3
15772191	4
15773803	5
15777733	5
15781069	5
15792454	1
15803170	5
15812403	4
15813626	5
15821649	4
15839581	4
15852751	5
15858830	7
15859169	2
15862069	2
15870787	6
15876640	4
15877548	5
15879791	3
15885282	7
15886014	1
15898100	5
15898530	7
15899042	5
15899429	5
15904248	5
15911568	5
15918470	5
15918957	5
15919255	4
15928416	7
15935017	4
15941476	5
15944269	5
15945013	7
15958572	1
15984861	3
15987516	5
15989127	1
15992260	5
15992602	5
15998106	3
15999077	4
15999240	7
16001163	6
16003265	5
16005643	5
16009023	3
16010270	3
16014125	1
16014590	3
16015011	1
16025982	1
16028859	5
16028966	5
16029406	1
16035579	5
16038953	5
16042632	3
16046810	3
16048240	7
16049961	1
16054246	1
16057303	3
16071742	5
16084861	1
16085386	5
16087500	5
16093959	6
16098898	6
16100707	7
16101882	6
16111219	5
16111295	3
16114326	5
16119811	7
16136374	5
16145045	6
16148117	5
16148438	5
16157303	7
16168186	5
16173457	1
16175261	5
16175964	1
16183815	5
16186335	4
16186960	6
16187865	4
16196680	3
16199196	5
16200004	7
16203221	4
16228784	7
16253398	5
16276580	1
16291748	7
16293174	5
16293853	1
16298257	4
16299517	5
16314907	5
16315002	5
16319422	7
16320996	7
16323572	1
16342673	5
16351265	7
16357259	1
16369307	7
16376395	6
16382401	5
16385530	4
16389863	5
16403130	7
16403796	4
16414270	7
16415570	1
16425177	5
16429183	5
16434533	5
16452864	1
16458682	5
16460872	5
16468151	5
16469241	5
16487877	5
16492222	1
16496488	1
16502335	5
16530242	3
16531112	4
16547602	5
16551504	2
16557800	7
16558029	3
16560131	1
16579540	6
16580507	5
16603277	5
16646232	7
16658673	4
16663759	4
16667008	7
16675082	5
16684905	7
16684946	6
16687500	7
16702407	1
16718056	5
16752930	5
16770284	2
16786985	1
16800497	5
16828294	5
16830710	5
16834982	7
16837427	5
16848608	3
16850392	6
16852365	5
16852959	5
16857803	3
16861501	5
16908408	5
16915172	1
16915662	7
16916249	1
16933412	4
16939616	2
16959650	3
16981472	1
17043879	1
17054096	7
17057765	5
17074164	7
17074359	1
17127282	7
17128759	3
17157819	3
17159251	5
17159584	5
17163172	6
17189646	7
17213214	1
17224867	1
17231037	7
17236022	4
17248916	7
17260134	4
17267498	5
17278808	6
17297403	7
17311314	1
17314314	5
17315077	5
17315495	5
17343113	7
17345846	7
17348743	5
17352346	7
17352940	5
17354583	5
17355343	4
17365318	7
17382986	5
17401789	7
17404204	1
17404676	5
17422319	2
17427540	5
17440251	5
17441046	2
17443873	5
17447031	7
17447310	5
17447398	5
17458981	5
17492185	5
17494516	4
17500435	5
17500460	5
17510667	5
17514079	7
17518090	7
17520676	7
17526585	5
17530917	5
17534669	5
17538859	5
17541414	3
17547043	7
17547131	3
17550838	5
17558890	3
17560458	5
17565296	4
17572214	5
17574322	4
17575792	7
17577514	1
17578299	7
17588547	5
17589505	5
17594400	4
17595424	7
17595816	6
17603897	5
17604189	5
17606913	7
17608204	7
17620544	5
17621612	5
17625580	3
17630041	2
17630968	1
17637619	7
17639956	5
17643327	4
17645674	7
17653700	5
17655962	2
17658614	7
17661715	3
17662679	6
17671365	7
17672663	5
17674897	5
17675126	5
17681849	7
17689207	1
17693517	5
17699077	6
17706674	7
17706847	3
17721037	6
17724490	7
17732674	5
17733971	7
17735077	5
17737738	1
17742849	6
17746465	5
17749513	5
17764168	4
17774617	5
17788911	2
17791682	7
17795568	1
17847288	1
17864957	5
17867093	5
17874699	7
17883439	7
17898694	5
17901160	5
17918794	5
17921471	5
17921659	7
17945611	5
17950056	7
17950100	7
17966694	5
17969311	3
17971296	1
17980737	5
17988610	5
17988933	5
17994186	4
17994290	5
17997048	5
18004644	5
18015797	5
18024135	5
18025935	2
18028492	1
18029246	7
18029670	7
18036711	3
18044719	1
18048913	3
18058099	7
18059242	3
18069481	1
18095113	6
18100165	1
18103096	5
18106479	5
18113758	1
18113962	5
18118731	5
18121326	1
18123073	7
18125257	5
18132049	5
18136824	1
18138234	4
18141244	1
18142780	4
18144706	7
18146783	5
18147307	7
18153716	5
18160681	1
18161639	5
18168912	5
18169829	7
18169924	7
18176069	5
18181105	1
18183722	5
18187564	1
18191243	7
18193448	1
18194092	5
18196527	4
18204497	3
18208839	5
18216721	4
18220883	3
18224792	7
18226171	1
18227245	5
18234370	5
18240961	5
18245667	5
18247270	5
18249905	5
18250471	7
18253066	4
18261438	1
18278692	4
18283558	1
18283715	5
18284092	5
18285993	5
18286518	7
18286797	4
18291280	3
18292672	5
18298289	7
18301368	1
18307406	7
18307576	3
18309677	5
18311031	4
18311641	4
18325266	1
18330512	5
18337854	5
18338828	3
18340632	4
18347600	4
18352193	5
18358297	4
18365635	3
18373700	4
18376097	1
18378755	7
18379257	7
18384840	7
18386797	1
18394259	5
18394309	4
18403580	3
18405003	3
18405342	5
18406731	3
18408380	5
18422461	3
18424116	5
18427013	3
18433701	7
18440858	5
18443494	5
18445203	5
18445397	6
18445448	5
18457653	5
18463769	5
18466927	6
18472927	5
18473980	5
18474489	1
18478727	7
18498047	7
18501952	3
18502336	2
18533758	5
18556374	4
18556726	5
18559255	5
18567747	2
18569855	5
18572167	5
18572556	2
18574328	7
18585296	7
18589125	5
18593957	3
18598305	5
18602709	5
18604324	5
18609652	5
18612398	5
18613190	5
18623548	6
18639589	5
18642727	5
18645165	5
18648954	4
18663015	5
18663305	5
18663616	7
18664586	7
18666977	4
18675038	3
18677614	5
18687357	1
18687664	5
18690451	5
18698336	7
18716812	6
18719156	6
18722473	1
18722696	1
18722907	4
18725147	7
18728964	5
18738979	5
18739183	3
18744012	5
18748184	5
18754282	6
18764872	7
18768545	6
18768595	5
18769292	3
18773015	5
18779446	5
18796241	3
18796800	7
18802000	5
18802213	7
18804196	1
18806203	7
18808342	1
18817742	1
18820227	2
18824654	4
18829740	2
18830560	2
18838709	7
18839413	5
18842020	5
18842746	5
18842897	7
18844628	7
18847166	3
18848190	5
18850613	5
18851627	1
18852975	5
18853361	5
18856368	3
18856450	4
18865617	3
18868300	4
18873838	7
18875180	7
18885239	5
18885343	4
18887664	5
18892364	7
18892418	3
18895682	6
18907287	7
18907921	1
18908751	7
18912395	5
18912665	5
18912901	7
18914381	1
18925134	4
18926956	5
18929162	5
18929303	5
18931370	5
18937148	4
18938188	4
18942661	4
18948586	3
18951561	5
18952356	4
18957515	7
18959758	5
18962233	6
18966679	5
18975670	4
18983766	5
18990552	5
18991617	5
18995908	7
19001956	7
19007117	5
19010699	5
19012719	4
19022122	4
19024804	5
19027481	5
19029617	4
19033120	5
19033378	1
19034584	4
19039648	7
19041697	6
19042002	1
19043035	5
19045759	1
19062723	1
19068388	7
19070392	5
19076867	7
19079550	7
19089213	5
19091240	4
19091714	5
19094598	3
19095500	1
19097221	5
19097378	1
19098585	5
19108895	5
19109989	5
19110067	6
19110576	5
19112354	2
19116445	5
19120478	6
19122486	5
19132080	1
19132388	7
19142501	4
19142680	5
19142740	6
19144047	5
19150829	5
19156293	5
19165227	4
19175123	5
19178004	2
19183496	1
19189653	1
19192160	1
19204004	1
19207849	5
19208924	5
19209876	5
19217463	1
19218144	5
19222363	5
19231333	5
19234682	3
19234848	5
19235266	7
19239089	3
19239545	7
19241188	7
19242187	4
19252410	5
19266267	1
19270857	3
19274231	6
19291054	5
19297017	5
19300187	5
19301817	5
19305996	1
19311280	3
19311418	4
19316856	5
19320372	6
19322810	5
19331037	4
19331782	4
19334267	5
19336227	5
19336542	5
19338499	5
19341725	5
19349259	7
19352768	5
19355102	4
19356384	5
19360879	3
19362453	5
19369748	1
19371727	4
19372148	6
19376226	5
19376792	1
19380521	5
19380668	5
19381702	5
19385802	5
19386631	3
19387137	5
19391155	1
19391180	7
19393722	6
19403907	1
19405682	1
19409043	7
19412364	5
19412524	1
19418279	5
19428320	5
19436771	1
19438782	5
19443921	3
19445128	7
19449642	1
19454791	7
19456186	4
19471027	3
19471369	5
19474539	3
19474803	5
19477888	1
19477985	5
19478020	7
